district,upazilla,jute,pdsi,pdsi_class,aet,aet_class,vap,vap_class,srad,srad_class,soil_moisture,soil_moisture_class,pet,pet_class,def,def_class,vs,vs_class,vpd,vpd_class,pr,pr_class,ro,ro_class,aspect,aspect_class,slope,slope_class,drainage_density,drainage_class,soil_type,soil_type_class,elevation,elevation_class
KHULNA,Batiaghata,suitable,-0.274174,near normal,90.662032,very high,2.820649,very high,205.56914,moderate,143.085601,low,117.165466,high,26.503643,moderate,2.0293,very high,0.853002,low,135.12233,very low,44.224519,very low,174.383818,moderate,1.366567,very low,0.411005,moderate,4.535714,Be,7.263926,very low
KHULNA,Dacope,not suitable,0.103857,near normal,91.158183,very high,2.835223,very high,205.21227,moderate,177.585218,moderate,116.361543,high,25.203168,moderate,2.08438,very high,0.819804,low,150.986572,low,59.47576,very low,173.453302,moderate,1.50893,very low,0.300072,low,8.637838,Jc,8.020352,very low
KHULNA,Dumuria,suitable,-0.178655,near normal,90.395467,very high,2.801764,very high,205.586987,moderate,137.582359,low,117.209071,high,26.813828,moderate,1.8976,high,0.888475,low,132.926862,very low,42.309111,very low,173.192609,moderate,1.470149,very low,0.409854,moderate,9.857143,Bd,6.557183,very low
KHULNA,Dighalia,suitable,-0.394189,near normal,90.61169,very high,2.780404,very high,205.974679,moderate,131.899897,very low,116.636599,high,26.024079,moderate,1.766214,high,0.909168,moderate,134.372193,very low,43.506242,very low,173.990621,moderate,1.774419,very low,0.380038,low,14.0,Jt,6.991384,very low
KHULNA,Khulna Metro,very suitable,-0.377348,near normal,90.570045,very high,2.80055,very high,204.896038,moderate,138.34398,low,116.703769,high,26.133334,moderate,1.903108,high,0.885152,low,135.066803,very low,44.212301,very low,173.106158,moderate,1.639006,very low,0.400453,low,6.0,WR,7.464072,very low
KHULNA,Koyra,not suitable,0.127351,near normal,90.754107,very high,2.843451,very high,204.94275,moderate,198.825852,moderate,116.319855,high,25.56576,moderate,2.154443,very high,0.805285,very low,153.229884,low,62.114058,very low,174.005431,moderate,1.5615,very low,0.19257,very low,12.296928,Af,7.321836,very low
KHULNA,Paikgachha,not suitable,0.11368,near normal,89.967632,high,2.827639,very high,205.88664,moderate,150.246688,low,117.006777,high,27.039347,moderate,1.926929,high,0.847559,low,138.16355,very low,47.987338,very low,171.593167,moderate,0.984451,very low,0.415539,moderate,5.806452,Ao,6.730592,very low
KHULNA,Phultala,suitable,-0.33408,near normal,90.329187,very high,2.764536,very high,206.214798,moderate,129.250588,very low,115.912518,high,25.582883,moderate,1.621903,moderate,0.921802,moderate,133.802927,very low,43.213213,very low,176.729527,moderate,1.859128,very low,0.373069,low,13.833333,Od,7.266316,very low
KHULNA,Rupsha,moderately suitable,-0.458178,near normal,91.089459,very high,2.785458,very high,205.68209,moderate,140.430517,low,116.52306,high,25.434215,moderate,1.79991,high,0.901562,moderate,137.611708,very low,46.294355,very low,172.105598,moderate,1.749733,very low,0.376599,low,8.5,Jc,7.873074,very low
KHULNA,Terokhada,marginally suitable,-0.537166,near normal,90.952961,very high,2.760322,very high,206.202953,moderate,135.43891,very low,115.681781,high,24.72944,moderate,1.587166,moderate,0.927932,moderate,137.718826,very low,46.473738,very low,174.276754,moderate,1.529679,very low,0.387659,low,14.0,Jt,6.528016,very low
KUSHTIA,Bheramara,suitable,-1.428875,incipient dry spell,86.71907,moderate,2.602049,high,208.563014,moderate,137.124613,low,113.954729,high,27.237057,moderate,1.238554,low,0.997186,high,114.091867,very low,27.416081,very low,175.631822,moderate,1.985315,very low,0.40974,moderate,9.0,Bd,9.391574,very low
KUSHTIA,Daulatpur (Kushtia),suitable,-1.453668,incipient dry spell,85.565611,moderate,2.592909,high,209.168219,high,131.824788,very low,114.975477,high,29.409141,high,1.224804,low,1.047599,high,112.319693,very low,26.81724,very low,175.303848,moderate,1.995013,very low,0.283765,low,9.8,Bd,8.537389,very low
KUSHTIA,Khoksa,very suitable,-1.037699,incipient dry spell,87.016214,moderate,2.632442,high,208.072522,moderate,125.653284,very low,112.828128,moderate,25.815616,moderate,1.192562,low,0.959021,moderate,117.937434,very low,30.880192,very low,174.248376,moderate,1.936124,very low,0.366621,low,9.727273,Bd,7.930541,very low
KUSHTIA,Kumarkhali,very suitable,-1.222568,incipient dry spell,86.962324,moderate,2.626532,high,208.150749,moderate,128.387197,very low,113.138113,moderate,26.176513,moderate,1.178097,low,0.980795,high,115.284985,very low,28.289677,very low,174.329871,moderate,2.078565,very low,0.413278,moderate,9.556962,Bd,8.508119,very low
KUSHTIA,Kushtia,very suitable,-1.127896,incipient dry spell,86.906532,moderate,2.619055,high,208.287029,moderate,131.200017,very low,113.754916,high,26.847147,moderate,1.209312,low,1.004097,high,114.241285,very low,27.340696,very low,175.427335,moderate,2.035979,very low,0.457135,moderate,10.530864,Gc,7.763678,very low
KUSHTIA,Mirpur (Kushtia),suitable,-1.183,incipient dry spell,86.916291,moderate,2.607873,high,208.669119,high,136.07487,very low,114.267816,high,27.3516,moderate,1.221884,low,1.018208,high,113.504591,very low,26.649588,very low,175.193406,moderate,1.951383,very low,0.423175,moderate,10.410256,Gc,7.862945,very low
MAGURA,Magura,very suitable,-0.478985,near normal,88.556988,high,2.668526,high,207.27081,moderate,119.452639,very low,112.866998,moderate,24.310257,moderate,1.193001,low,0.966012,moderate,129.261414,very low,40.521444,very low,175.380035,moderate,1.863203,very low,0.46398,moderate,11.0,Gd,6.852027,very low
MAGURA,Mohammadpur (Magura),suitable,-0.45426,near normal,89.379016,high,2.675333,high,207.035438,moderate,122.246601,very low,112.176179,moderate,22.79859,low,1.184787,low,0.937368,moderate,134.120676,very low,44.44385,very low,173.970417,moderate,1.936469,very low,0.393512,low,11.0,Gd,7.236621,very low
MAGURA,Shalikha,very suitable,-0.431702,near normal,89.163677,high,2.680094,high,207.290191,moderate,122.20265,very low,113.55964,high,24.39524,moderate,1.209773,low,0.985358,high,129.456597,very low,40.121584,very low,174.454474,moderate,1.800147,very low,0.510501,moderate,11.0,Gd,6.517332,very low
MAGURA,Sreepur (Magura),suitable,-0.613129,near normal,87.6986,high,2.65369,high,207.346152,moderate,119.82265,very low,112.193367,moderate,24.493595,moderate,1.165062,low,0.950357,moderate,126.550162,very low,38.692085,very low,174.537662,moderate,1.839125,very low,0.336221,low,11.0,Gd,7.729956,very low
MEHERPUR,Gangni,suitable,-1.132564,incipient dry spell,85.05355,moderate,2.593816,high,209.022742,high,130.350684,very low,115.449877,high,30.396604,high,1.241339,low,1.067904,very high,110.775172,very low,25.752011,very low,175.135503,moderate,1.761431,very low,0.28185,low,11.0,Gd,8.847451,very low
MEHERPUR,Meherpur,suitable,-0.919568,near normal,84.005695,low,2.592912,high,209.397167,high,130.515558,very low,115.763845,high,31.756746,high,1.206632,low,1.099912,very high,108.841563,very low,24.869239,very low,174.124082,moderate,1.687098,very low,0.243417,low,11.0,Gd,8.014092,very low
NARAIL,Kalia,not suitable,-0.529607,near normal,90.732147,very high,2.735828,very high,206.388751,moderate,130.995243,very low,114.531764,high,23.800098,low,1.44274,moderate,0.932385,moderate,137.717607,very low,46.660987,very low,174.60814,moderate,1.664398,very low,0.39911,low,14.0,Jt,6.56555,very low
NARAIL,Lohagara (Narail),suitable,-0.497506,near normal,90.360406,very high,2.702724,high,206.589363,moderate,129.485545,very low,112.766918,moderate,22.406152,low,1.259152,low,0.93131,moderate,137.801997,very low,47.106567,very low,175.015005,moderate,1.85964,very low,0.398598,low,12.375,Af,7.066726,very low
NARAIL,Narail,very suitable,-0.375157,near normal,90.154951,very high,2.715805,high,206.786947,moderate,125.239109,very low,113.866247,high,23.711631,low,1.326468,low,0.94251,moderate,135.242922,very low,44.812963,very low,174.353435,moderate,1.814456,very low,0.394727,low,12.578947,Af,6.588276,very low
SATKHIRA,Assasuni,marginally suitable,0.291663,near normal,89.385408,high,2.820074,very high,204.43258,moderate,152.410655,low,116.715267,high,27.329866,moderate,1.949034,high,0.860759,low,139.262952,very low,49.720976,very low,174.247159,moderate,1.43024,very low,0.433641,moderate,4.094595,Be,6.696863,very low
SATKHIRA,Debhata,marginally suitable,0.407827,near normal,88.133816,high,2.80566,very high,204.693113,moderate,146.668776,low,116.269905,high,28.134917,moderate,1.783217,high,0.873426,low,135.383067,very low,47.184901,very low,173.74776,moderate,1.541027,very low,0.296441,low,3.921053,Ge,6.282199,very low
SATKHIRA,Kalaroa,moderately suitable,0.213851,near normal,88.71366,high,2.744842,very high,205.137944,moderate,147.079694,low,115.807931,high,27.092873,moderate,1.541645,moderate,0.958573,moderate,132.662896,very low,43.929587,very low,174.373649,moderate,1.730363,very low,0.303546,low,10.618182,Gc,6.698135,very low
SATKHIRA,Kaliganj (Satkhira),not suitable,0.373846,near normal,88.668607,high,2.815166,very high,203.953099,moderate,153.705645,low,116.54692,high,27.878541,moderate,1.908468,high,0.868163,low,140.537534,very low,51.72205,very low,175.2061,moderate,1.629958,very low,0.32723,low,4.0,Be,6.671437,very low
SATKHIRA,Satkhira,moderately suitable,0.311629,near normal,88.831374,high,2.780432,very high,203.960183,moderate,146.630596,low,116.654841,high,27.82275,moderate,1.782133,high,0.920151,moderate,133.738518,very low,44.84094,very low,173.736251,moderate,1.785283,very low,0.35303,low,4.302326,Be,6.251268,very low
SATKHIRA,Shyamnagar,not suitable,0.103213,near normal,89.711022,high,2.845715,very high,204.292653,moderate,192.447818,moderate,116.819912,high,27.109025,moderate,2.174784,very high,0.822458,low,147.883035,low,57.831134,very low,173.73009,moderate,1.467792,very low,0.165436,very low,13.289544,Od,6.710741,very low
SATKHIRA,Tala,moderately suitable,0.117828,near normal,90.133635,very high,2.795352,very high,204.709323,moderate,143.643325,low,117.363804,high,27.23081,moderate,1.911712,high,0.898301,moderate,134.297413,very low,44.012633,very low,173.960383,moderate,1.623067,very low,0.477565,moderate,10.567901,Gc,6.351346,very low
BOGRA,Adamdighi,suitable,-1.235094,incipient dry spell,83.993122,low,2.61316,high,207.185302,moderate,127.754556,very low,111.306842,moderate,27.314576,moderate,1.249579,low,0.8871,low,117.073442,very low,33.126123,very low,175.323556,moderate,1.892116,very low,0.629628,high,4.0,Be,7.58058,very low
BOGRA,Bogra,very suitable,-0.8996,near normal,84.300356,low,2.630705,high,206.268344,moderate,126.748832,very low,110.370705,moderate,26.069321,moderate,1.218735,low,0.863813,low,130.315154,very low,46.027407,very low,175.778664,moderate,2.374077,very low,0.372279,low,4.0,Be,10.377493,very low
BOGRA,Dhunat,very suitable,-1.078409,incipient dry spell,83.763582,low,2.640708,high,207.00384,moderate,122.367586,very low,110.497664,moderate,26.734692,moderate,1.20035,low,0.855795,low,128.492306,very low,44.732614,very low,175.792487,moderate,2.304733,very low,0.386903,low,4.032258,Be,9.696996,very low
BOGRA,Dubchachia,suitable,-1.007871,incipient dry spell,84.582229,moderate,2.61581,high,206.772535,moderate,132.475993,very low,110.687327,moderate,26.104816,moderate,1.233089,low,0.868713,low,123.354396,very low,38.827152,very low,175.285042,moderate,1.770982,very low,0.57234,moderate,4.0,Be,7.917994,very low
BOGRA,Gabtali,very suitable,-0.897044,near normal,84.259028,low,2.633873,high,205.836127,moderate,128.172894,very low,109.706043,moderate,25.447947,moderate,1.194841,low,0.847458,low,135.784621,very low,51.56498,very low,175.601717,moderate,2.360894,very low,0.387699,low,4.0,Be,10.288219,very low
BOGRA,Kahalu,suitable,-0.915956,near normal,84.47687,moderate,2.624957,high,206.624242,moderate,128.819413,very low,110.654235,moderate,26.178068,moderate,1.237526,low,0.863466,low,126.610437,very low,42.17159,very low,176.132723,moderate,2.14715,very low,0.438206,moderate,4.0,Be,9.442897,very low
BOGRA,Nandigram,suitable,-1.147252,incipient dry spell,83.983733,low,2.627062,high,207.34031,moderate,121.079937,very low,111.357945,moderate,27.374732,moderate,1.24919,low,0.879491,low,120.646296,very low,36.671436,very low,177.053053,moderate,2.301929,very low,0.572624,moderate,4.0,Be,7.747835,very low
BOGRA,Shariakandi,suitable,-0.966721,near normal,84.690455,moderate,2.639414,high,206.295585,moderate,136.219675,very low,109.443007,low,24.752448,moderate,1.115236,very low,0.8558,low,138.655932,very low,53.993219,very low,178.051827,moderate,2.317098,very low,0.460687,moderate,5.355769,Ao,9.665141,very low
BOGRA,Sherpur (Bogra),suitable,-1.168898,incipient dry spell,83.612796,low,2.636657,high,207.182021,moderate,117.424858,very low,111.020925,moderate,27.409095,moderate,1.226611,low,0.870185,low,123.410255,very low,39.81339,very low,176.045644,moderate,2.33537,very low,0.416835,moderate,4.0,Be,8.734352,very low
BOGRA,Shibganj (Bogra),suitable,-0.761264,near normal,84.736904,moderate,2.621217,high,205.48277,moderate,135.462236,very low,109.427975,low,24.691177,moderate,1.202551,low,0.845621,low,135.307068,very low,50.594476,very low,174.74368,moderate,1.78632,very low,0.432065,moderate,4.0,Be,10.204668,very low
BOGRA,Sonatola,very suitable,-0.902706,near normal,84.362532,moderate,2.633472,high,205.219044,moderate,131.880285,very low,109.139871,low,24.777226,moderate,1.165839,low,0.846857,low,141.32886,very low,56.980403,very low,176.67453,moderate,2.528387,very low,0.441368,moderate,4.117647,Be,9.816865,very low
DINAJPUR,Birampur,suitable,-0.542806,near normal,84.233439,low,2.579279,moderate,204.772607,moderate,141.367487,low,109.328287,low,25.094536,moderate,1.232503,low,0.871278,low,139.813473,very low,55.614292,very low,174.877905,moderate,2.005573,very low,0.26514,low,4.0,Be,14.440093,very low
DINAJPUR,Birganj,moderately suitable,0.089041,near normal,81.974765,low,2.531089,moderate,202.484883,low,112.646343,very low,107.585299,low,25.609899,moderate,1.178785,low,0.883835,low,166.187865,low,84.223041,low,174.468708,moderate,2.007935,very low,0.412752,moderate,4.752475,Be,41.975525,very low
DINAJPUR,Biral,moderately suitable,-0.269753,near normal,82.307536,low,2.537677,moderate,205.042514,moderate,126.917564,very low,109.547436,low,27.238994,moderate,1.22291,low,0.904437,moderate,136.564769,very low,54.258271,very low,175.365492,moderate,1.938872,very low,0.2907,low,4.333333,Be,30.318981,very low
DINAJPUR,Bochaganj,moderately suitable,0.048409,near normal,82.240251,low,2.529841,moderate,204.591832,moderate,118.524005,very low,109.25149,low,27.01123,moderate,1.221761,low,0.904321,moderate,145.395861,very low,63.159919,very low,175.830004,moderate,1.943409,very low,0.350044,low,4.964912,Be,34.350347,very low
DINAJPUR,Chirirbandar,suitable,-0.208363,near normal,82.718279,low,2.550399,moderate,203.779065,low,129.523203,very low,108.6328,low,25.914883,moderate,1.205726,low,0.887411,low,148.043685,low,65.329693,low,175.778093,moderate,2.190097,very low,0.371915,low,4.0,Be,22.678756,very low
DINAJPUR,Phulbari (Dinajpur),suitable,-0.487518,near normal,83.739136,low,2.569384,moderate,204.671586,moderate,139.940797,low,109.329256,low,25.591028,moderate,1.237051,low,0.878797,low,140.780052,very low,57.056109,very low,174.397291,moderate,1.986736,very low,0.257717,low,4.0,Be,16.047508,very low
DINAJPUR,Ghoraghat,suitable,-0.699861,near normal,84.289609,low,2.602813,high,204.258481,moderate,132.438833,very low,108.746624,low,24.456508,moderate,1.211205,low,0.846698,low,143.051525,very low,58.781721,very low,174.465894,moderate,1.882727,very low,0.387189,low,4.0,Be,12.688238,very low
DINAJPUR,Hakimpur,suitable,-0.634621,near normal,84.606597,moderate,2.590956,high,205.035595,moderate,140.223395,low,109.473418,low,24.865822,moderate,1.235664,low,0.864697,low,138.178139,very low,53.57029,very low,174.69692,moderate,1.98288,very low,0.314593,low,4.0,Be,11.68726,very low
DINAJPUR,Kaharol,moderately suitable,0.076841,near normal,82.312305,low,2.535263,moderate,203.657649,low,120.085815,very low,108.388273,low,26.075701,moderate,1.189257,low,0.89308,low,151.986111,low,69.69017,low,174.618801,moderate,1.960058,very low,0.399397,low,4.96,Be,34.782031,very low
DINAJPUR,Khansama,moderately suitable,0.089922,near normal,82.201784,low,2.539788,moderate,202.210306,low,117.580809,very low,107.408806,low,25.208075,moderate,1.176614,low,0.879049,low,166.077344,low,83.887322,low,175.475631,moderate,2.050218,very low,0.423265,moderate,4.0,Be,31.244656,very low
DINAJPUR,Dinajpur,suitable,-0.3862,near normal,82.489496,low,2.545606,moderate,204.643176,moderate,130.570168,very low,109.184439,low,26.695228,moderate,1.212093,low,0.89645,low,138.960736,very low,56.45433,very low,176.19616,moderate,2.104733,very low,0.321153,low,4.292135,Be,22.712926,very low
DINAJPUR,Nawabganj (Dinajpur),suitable,-0.532452,near normal,84.025696,low,2.588355,high,203.936771,moderate,136.610341,very low,108.533107,low,24.508038,moderate,1.210318,low,0.85566,low,146.077602,low,62.080298,very low,174.559663,moderate,2.076217,very low,0.375764,low,4.0,Be,15.247424,very low
DINAJPUR,Parbatipur,suitable,-0.241759,near normal,83.219567,low,2.564898,moderate,203.271005,low,133.945285,very low,108.32051,low,25.100973,moderate,1.206041,low,0.873516,low,150.947764,low,67.751416,low,174.311174,moderate,2.245168,very low,0.373334,low,4.0,Be,19.963296,very low
GAIBANDHA,Fulchhari,suitable,-0.650104,near normal,84.591998,moderate,2.628637,high,203.925771,moderate,139.64362,low,107.709801,low,23.118599,low,1.100138,very low,0.836562,low,158.284978,low,73.698497,low,177.153847,moderate,1.973332,very low,0.399922,low,5.797468,Ao,10.383788,very low
GAIBANDHA,Gaibandha,very suitable,-0.539156,near normal,83.580829,low,2.623162,high,203.211183,low,124.860283,very low,107.40925,low,23.827996,low,1.149579,low,0.819027,low,161.138467,low,77.570018,low,174.391759,moderate,1.646177,very low,0.396324,low,4.367089,Be,13.225775,very low
GAIBANDHA,Gobindaganj,suitable,-0.782986,near normal,84.232445,low,2.618924,high,204.609468,moderate,129.44178,very low,108.797135,low,24.56476,moderate,1.196443,low,0.83899,low,142.848995,very low,58.647163,very low,174.19691,moderate,1.896385,very low,0.394465,low,4.0,Be,11.774033,very low
GAIBANDHA,Palasbari,suitable,-0.72392,near normal,83.70828,low,2.616573,high,203.905242,moderate,123.979168,very low,108.273115,low,24.565455,moderate,1.194172,low,0.830427,low,148.51954,low,64.822507,very low,174.302301,moderate,1.821478,very low,0.392191,low,4.0,Be,13.624693,very low
GAIBANDHA,Sadullapur,very suitable,-0.530304,near normal,83.002651,low,2.615128,high,202.964563,low,116.070327,very low,107.427651,low,24.425639,moderate,1.173372,low,0.822505,low,158.074019,low,75.058216,low,173.125837,moderate,1.628198,very low,0.412803,moderate,4.0,Be,15.08841,very low
GAIBANDHA,Sughatta,suitable,-0.88488,near normal,84.398721,moderate,2.630008,high,204.567751,moderate,132.453467,very low,108.683163,low,24.28548,moderate,1.150066,low,0.847801,low,147.940108,low,63.562253,very low,177.196791,moderate,2.264996,very low,0.424312,moderate,4.425926,Be,10.794393,very low
GAIBANDHA,Sundarganj,suitable,-0.220666,near normal,83.037549,low,2.618709,high,202.081659,low,120.023431,very low,106.41121,low,23.373966,low,1.137577,very low,0.8084,very low,173.74386,low,90.696323,low,173.596646,moderate,1.602228,very low,0.391463,low,4.25,Be,14.471272,very low
JOYPURHAT,Akkelpur,suitable,-1.112442,incipient dry spell,84.597034,moderate,2.606751,high,206.770123,moderate,136.049503,very low,110.678604,moderate,26.080983,moderate,1.240241,low,0.873463,low,120.970859,very low,36.402142,very low,174.968031,moderate,1.752493,very low,0.582167,moderate,4.0,Be,7.639019,very low
JOYPURHAT,Joypurhat,very suitable,-0.856714,near normal,84.734749,moderate,2.597183,high,206.060853,moderate,141.271565,low,110.154989,moderate,25.419775,moderate,1.234335,low,0.873238,low,128.154947,very low,43.473152,very low,174.731293,moderate,1.763587,very low,0.365445,low,4.0,Be,9.481573,very low
JOYPURHAT,Kalai,suitable,-0.723946,near normal,84.877925,moderate,2.611536,high,205.707162,moderate,138.300771,low,109.561857,moderate,24.682835,moderate,1.206185,low,0.852845,low,133.547878,very low,48.689053,very low,173.920909,moderate,1.497755,very low,0.46185,moderate,4.0,Be,9.220485,very low
JOYPURHAT,Khetlal,suitable,-0.858666,near normal,84.883044,moderate,2.60928,high,206.200586,moderate,139.421974,low,110.060032,moderate,25.178631,moderate,1.221711,low,0.861768,low,128.042966,very low,43.212475,very low,174.632272,moderate,1.633631,very low,0.516648,moderate,4.0,Be,8.101677,very low
JOYPURHAT,Panchbibi,suitable,-0.708266,near normal,84.755046,moderate,2.596222,high,205.441351,moderate,140.479314,low,109.727068,moderate,24.972566,moderate,1.234337,low,0.865321,low,134.563962,very low,49.834448,very low,174.336938,moderate,1.792629,very low,0.326634,low,4.0,Be,11.08893,very low
KURIGRAM,Bhurungamari,suitable,0.477404,near normal,81.203871,very low,2.58502,high,195.531426,very low,122.086326,very low,102.310207,very low,21.106461,low,1.15679,low,0.767348,very low,236.461738,moderate,155.214294,high,173.191545,moderate,1.823948,very low,0.10317,very low,4.0,Be,23.890271,very low
KURIGRAM,Razibpur,suitable,0.02817,near normal,84.639439,moderate,2.624682,high,202.732012,low,145.151162,low,106.146498,low,21.506448,low,1.074554,very low,0.799722,very low,182.191261,low,97.503058,low,177.460549,moderate,1.809346,very low,0.33614,low,6.461538,WR,13.194347,very low
KURIGRAM,Chilmari,moderately suitable,0.06105,near normal,83.728441,low,2.621087,high,201.888048,low,133.195622,very low,105.760016,low,22.032289,low,1.101134,very low,0.792476,very low,186.610476,low,102.84085,low,174.236574,moderate,1.671727,very low,0.39794,low,5.043478,Ao,15.416349,very low
KURIGRAM,Phulbari (Kurigram),very suitable,0.316681,near normal,81.259886,very low,2.597714,high,197.268927,very low,115.347191,very low,103.493179,very low,22.233097,low,1.154625,low,0.782521,very low,217.957648,moderate,136.679563,moderate,173.436531,moderate,1.756959,very low,0.265328,low,4.0,Be,21.953735,very low
KURIGRAM,Kurigram,moderately suitable,0.104208,near normal,81.982603,low,2.611179,high,198.802724,very low,120.110865,very low,103.853183,very low,21.869467,low,1.133864,very low,0.764229,very low,207.390597,moderate,125.39779,moderate,175.105621,moderate,1.820602,very low,0.328095,low,4.343284,Be,20.48346,very low
KURIGRAM,Nageswari,very suitable,0.115571,near normal,80.956731,very low,2.603689,high,197.294257,very low,112.630138,very low,103.04906,very low,22.09242,low,1.148958,low,0.757845,very low,218.861728,moderate,137.903188,moderate,175.199965,moderate,1.758279,very low,0.227767,low,4.223404,Be,20.639428,very low
KURIGRAM,Rajarhat,suitable,0.104703,near normal,82.080955,low,2.607356,high,199.324963,low,115.518558,very low,104.703474,very low,22.622823,low,1.165198,low,0.788453,very low,201.367908,moderate,119.276837,moderate,174.026007,moderate,1.894506,very low,0.384578,low,4.0,Be,21.063389,very low
KURIGRAM,Rowmari,suitable,0.002733,near normal,84.583969,moderate,2.622866,high,201.448293,low,153.614435,low,105.370284,very low,20.78754,low,1.138586,very low,0.77653,very low,187.541966,low,102.92128,low,176.609028,moderate,2.061365,very low,0.234151,low,4.230769,Be,14.275413,very low
KURIGRAM,Ulipur,very suitable,0.066833,near normal,82.916973,low,2.617138,high,200.461754,low,125.588738,very low,104.970395,very low,22.05321,low,1.132105,very low,0.77706,very low,194.164682,moderate,111.254567,moderate,175.713773,moderate,1.828777,very low,0.355452,low,4.768519,Be,17.501704,very low
LALMONIRHAT,Aditmari,suitable,0.34951,near normal,81.676621,low,2.585922,high,197.978616,very low,116.783827,very low,104.392175,very low,22.716884,low,1.156477,low,0.814702,low,207.862165,moderate,126.190759,moderate,172.428948,moderate,1.723972,very low,0.299829,low,4.0,Be,23.054679,very low
LALMONIRHAT,Hatibandha,suitable,0.703305,near normal,82.084883,low,2.547877,moderate,197.511466,very low,122.355543,very low,104.374469,very low,22.289569,low,1.135709,very low,0.846432,low,215.471026,moderate,133.396281,moderate,172.290313,moderate,1.728123,very low,0.250346,low,4.0,Be,31.627309,very low
LALMONIRHAT,Kaliganj (Lalmonirhat),suitable,0.403763,near normal,81.741304,low,2.571634,moderate,198.183654,very low,116.187206,very low,104.842994,very low,23.101707,low,1.158614,low,0.836688,low,205.201935,moderate,123.425197,moderate,172.899451,moderate,1.760786,very low,0.323756,low,4.0,Be,26.526636,very low
LALMONIRHAT,Lalmonirhat,suitable,0.28138,near normal,81.774273,low,2.596965,high,198.537077,very low,115.776791,very low,104.348166,very low,22.573876,low,1.150191,low,0.797657,very low,206.336805,moderate,124.577513,moderate,172.733049,moderate,1.791888,very low,0.343214,low,4.0,Be,21.849869,very low
LALMONIRHAT,Patgram,suitable,0.95309,near normal,83.650539,low,2.511173,moderate,196.840814,very low,133.687074,very low,104.024306,very low,20.374141,low,1.126531,very low,0.870484,low,230.671815,moderate,147.024991,moderate,171.057349,moderate,1.609253,very low,0.078598,very low,3.730769,Ge,43.526099,very low
NAOGAON,Atrai,not suitable,-1.39143,incipient dry spell,83.347554,low,2.607941,high,207.688141,moderate,120.728488,very low,111.985683,moderate,28.637867,high,1.209077,low,0.935679,moderate,112.664963,very low,29.392555,very low,172.86234,moderate,1.558438,very low,0.811236,very high,4.0,Be,7.238184,very low
NAOGAON,Badalgachhi,suitable,-1.194497,incipient dry spell,84.376609,moderate,2.598228,high,206.86002,moderate,136.229941,very low,111.038393,moderate,26.661895,moderate,1.256224,low,0.89151,low,118.4309,very low,34.099124,very low,174.591022,moderate,1.715162,very low,0.584073,moderate,4.0,Be,7.452702,very low
NAOGAON,Dhamoirhat,suitable,-0.986134,near normal,83.89614,low,2.580295,moderate,206.49438,moderate,137.081832,very low,110.781218,moderate,26.88494,moderate,1.247531,low,0.897042,moderate,123.085272,very low,39.221114,very low,173.684906,moderate,1.864164,very low,0.273036,low,4.0,Be,9.549624,very low
NAOGAON,Manda,suitable,-1.588488,incipient dry spell,82.870394,low,2.580249,moderate,208.328542,moderate,126.827888,very low,113.021598,moderate,30.151426,high,1.26646,low,0.958305,moderate,107.58709,very low,24.778486,very low,174.362084,moderate,1.670463,very low,0.476946,moderate,5.235294,Ao,8.080317,very low
NAOGAON,Mohadebpur,suitable,-1.420009,incipient dry spell,83.273471,low,2.582779,high,207.552185,moderate,131.028733,very low,111.927609,moderate,28.654476,high,1.260869,low,0.92165,moderate,112.098752,very low,28.854995,very low,174.194965,moderate,1.771641,very low,0.610483,high,4.0,Be,7.621123,very low
NAOGAON,Naogaon,suitable,-1.423967,incipient dry spell,83.53172,low,2.598875,high,206.803359,moderate,128.306397,very low,111.774456,moderate,28.24152,moderate,1.249645,low,0.927524,moderate,112.017793,very low,28.502396,very low,174.353231,moderate,1.623468,very low,0.633389,high,4.0,Be,7.848529,very low
NAOGAON,Niamatpur,marginally suitable,-1.606931,incipient dry spell,82.305957,low,2.555638,moderate,208.473043,moderate,128.520156,very low,113.730309,high,31.424488,high,1.288703,low,0.981985,high,105.578882,very low,23.287469,very low,171.707968,moderate,1.854786,very low,0.383865,low,4.06422,Be,13.17343,very low
NAOGAON,Patnitala,marginally suitable,-1.175221,incipient dry spell,83.218294,low,2.569927,moderate,207.13553,moderate,133.318069,very low,111.446769,moderate,28.228058,moderate,1.252853,low,0.91791,moderate,116.787915,very low,33.58702,very low,173.882404,moderate,1.889188,very low,0.402796,low,4.0,Be,11.157468,very low
NAOGAON,Porsha,marginally suitable,-1.466267,incipient dry spell,81.832449,low,2.550479,moderate,207.724373,moderate,128.006672,very low,112.84678,moderate,31.014654,high,1.255754,low,0.971319,moderate,107.397115,very low,25.570896,very low,174.632951,moderate,1.979085,very low,0.324166,low,4.0,Be,16.307768,very low
NAOGAON,Raninagar,moderately suitable,-1.339971,incipient dry spell,83.495178,low,2.611895,high,207.346764,moderate,123.380371,very low,111.744461,moderate,28.24914,moderate,1.242522,low,0.908677,moderate,114.090398,very low,30.655133,very low,174.496242,moderate,1.706222,very low,0.729644,high,4.0,Be,7.201963,very low
